Cities
74027 San Giorgio Ionico TA
74028 Sava TA
74100 San Vito Taranto TA
74100 Talsano TA
74100 Taranto TA
74100 Lama TA
74100 Paolo Vi TA
74121 Taranto TA
74122 Taranto TA
74123 Taranto TA
71010 Foce Varano FG
71010 Ripalta FG
71010 Carpino FG
71010 Poggio Imperiale FG
71010 Rignano Garganico FG
71010 San Paolo Di Civitate FG
71010 Peschici FG
71010 Lesina FG
71010 Cagnano Varano FG
71010 Serracapriola FG
71010 Chieuti FG
71010 Chieuti Scalo FG
71010 Ischitella FG
71010 Difensola FG
71011 Apricena FG
71012 Rodi Garganico FG
71013 San Giovanni Rotondo FG
71013 Matine FG
71014 Borgo Celano FG
71014 San Marco In Lamis FG
71015 San Nicandro Garganico FG
71016 San Severo FG
71017 Petrulli FG
71017 Torremaggiore FG
71018 Umbra FG
71018 Vico Del Gargano FG
71018 San Menaio FG
71019 Vieste FG
71020 Faeto FG
71020 Monteleone Di Puglia FG
71020 Celle Di San Vito FG
71020 Rocchetta Sant'Antonio Stazione FG
71020 Rocchetta Sant'Antonio FG
71020 Castelluccio Valmaggiore FG
71020 Panni FG
71020 Anzano Di Puglia FG
71021 Accadia FG
71022 Ascoli Satriano FG
71022 San Carlo FG
71022 San Carlo D'Ascoli FG
71023 Bovino FG
71024 Candela FG
71025 Castelluccio Dei Sauri FG
71026 Deliceto FG
71027 Orsara Di Puglia FG
71028 Sant'Agata Di Puglia FG
71029 Troia FG
71029 Borgo Giardinetto FG
71030 Mattinata FG
71030 Carlantino FG
71030 Zapponeta FG
71030 Volturara Appula FG
71030 Macchia FG
71030 Volturino FG
71030 Fonterosa FG
71030 Motta Montecorvino FG
71030 San Marco La Catola FG
71030 Casalvecchio Di Puglia FG
71031 Alberona FG
71032 Biccari FG
71032 Berardinone FG
71033 Casalnuovo Monterotaro FG
71034 Castelnuovo Della Daunia FG
71035 Celenza Valfortore FG
71036 Palmori FG
71036 Lucera FG
71037 Monte Sant'Angelo FG
71038 Pietramontecorvino FG
71039 Roseto Valfortore FG
71040 Ordona FG
71040 Mezzanone FG
71040 San Nicola FG
71040 San Domino FG
71040 Isole Tremiti FG
71040 San Nicola Di Tremiti FG
71040 Borgata Mezzanone FG
71041 Carapelle FG
71042 Moschella FG
71042 La Moschella FG
71042 Tressanti FG
71042 Cerignola FG
71042 Borgo Tressanti FG
71042 Borgo Liberta' FG
71043 Manfredonia FG
71043 Siponto FG
71045 Orta Nova FG
71047 Stornara FG
71048 Stornarella FG
71100 Rignano Garganico Scalo FG
71100 Incoronata FG
71100 Borgo Cervaro FG
71100 Foggia FG
71100 Tavernola FG
71100 Cervaro FG
71100 Segezia FG
71100 Borgo Incoronata FG
71100 Arpinova FG
72012 Serranova BR
72012 Carovigno BR
72012 Serranova Di Carovigno BR
72013 Ceglie Messapica BR
72014 Casalini BR
72014 Caranna BR
72014 Cisternino BR
72015 Stazione Di Fasano BR
72015 Fasano BR
72015 Lamie Di Olimpie BR
72015 Selva Di Fasano BR
72015 Montalbano BR
72015 Torre Canne BR
72015 Marina Di Savelletri BR
72015 Pezze Di Greco BR
72015 Selva BR
72015 Savelletri BR
72015 Madonna Pozzo Guacito BR
72016 Montalbano Di Fasano BR
72016 Pozzo Guacito BR
72017 Ostuni BR
72018 San Michele Salentino BR
72019 San Vito Dei Normanni BR
72020 Torchiarolo BR
72020 Tuturano BR
72020 Erchie BR
72020 Cellino San Marco BR
72021 Capece BR
72021 Francavilla Fontana BR
72021 Capece Bax BR
72022 Latiano BR
72023 Mesagne BR
72024 San Cosimo BR
72024 Oria BR
72024 San Cosimo Alla Macchia BR
72025 San Donaci BR
72026 San Pancrazio Salentino BR
72027 San Pietro Vernotico BR
72028 Torre Santa Susanna BR
72029 Villa Castelli BR
72100 Brindisi Casale BR
72100 Brindisi BR
73010 Arnesano LE
73010 Caprarica Di Lecce LE
73010 San Donato Di Lecce LE
73010 Sogliano Cavour LE
73010 Veglie LE
73010 Surbo LE
73010 San Pietro In Lama LE
73010 Zollino LE
73010 Lequile LE
73010 Dragoni LE
73010 Galugnano LE
73010 Riesci LE
73010 Sternatia LE
73010 Soleto LE
73010 Porto Cesareo LE
73010 Villa Baldassarri LE
73010 Guagnano LE
73010 Torre Lapillo LE
73011 Alezio LE
73012 Campi Salentina LE
73013 Collemeto LE
73013 Santa Barbara LE
73013 Galatina LE
73013 Noha LE
73014 Gallipoli LE
73015 Salice Salentino LE
73016 San Cesario Di Lecce LE
73017 Chiesanuova LE
73017 Sannicola LE
73017 Lido Conchiglie LE
73017 San Simone LE
73018 Squinzano LE
73019 Trepuzzi LE
73020 Uggiano La Chiesa LE
73020 Melpignano LE
73020 Carpignano Salentino LE
73020 Castromediano LE
73020 Bagnolo Del Salento LE
73020 San Cassiano LE
73020 Cannole LE
73020 Palmariggi LE
73020 Cutrofiano LE
73020 Botrugno LE
73020 Cerfignano LE
73020 Vitigliano LE
73020 Santa Cesarea Terme LE
73020 Castrignano De' Greci LE
73020 Casamassella LE
73020 Scorrano LE
73020 Serrano LE
73020 Giurdignano LE
73020 Nociglia LE
73020 Cursi LE
73020 Martignano LE
73020 Cavallino LE
73020 Castri Di Lecce LE
73021 Calimera LE
73022 Corigliano D'Otranto LE
73023 Lizzanello LE
73023 Merine LE
73024 Maglie LE
73024 Morigino LE
73025 Martano LE
73026 Rocca Vecchia LE
73026 Torre Dell'Orso LE
73026 San Foca LE
73026 Roca LE
73026 Melendugno LE
73026 Borgagne LE
73027 Minervino Di Lecce LE
73027 Cocumola LE
73027 Specchia Gallone LE
73028 Otranto LE
73029 Acaia LE
73029 Pisignano LE
73029 Vernole LE
73029 Vanze LE
73029 Struda' LE
73029 Acquarica Di Lecce LE
73030 Giuggianello LE
73030 Vignacastrisi LE
73030 Sanarica LE
73030 Marittima LE
73030 Ortelle LE
73030 Castro Marina LE
73030 Diso LE
73030 Montesano Salentino LE
73030 Tiggiano LE
73030 Surano LE
73031 Alessano LE
73031 Montesardo LE
73032 Castiglione LE
73032 Andrano LE
73033 Corsano LE
73034 Arigliano LE
73034 San Dana LE
73034 Gagliano Del Capo LE
73035 Miggiano LE
73036 Muro Leccese LE
73037 Poggiardo LE
73037 Vaste LE
73038 Spongano LE
73039 Sant'Eufemia LE
73039 Lucugnano LE
73039 Tricase LE
73039 Tricase Porto LE
73039 Depressa LE
73039 Caprarica Del Capo LE
73039 Tutino LE
73040 Alliste LE
73040 Neviano LE
73040 Collepasso LE
73040 Acquarica Del Capo LE
73040 Supersano LE
73040 Felline LE
73040 Morciano Di Leuca LE
73040 Aradeo LE
73040 Melissano LE
73040 Salignano LE
73040 Barbarano Del Capo LE
73040 Marina Di Leuca LE
73040 Castrignano Del Capo LE
73040 Giuliano Di Lecce LE
73040 Specchia LE
73040 Leuca LE
73041 Carmiano LE
73041 Magliano LE
73042 Casarano LE
73043 Copertino LE
73044 Galatone LE
73045 Leverano LE
73046 Matino LE
73047 Monteroni Di Lecce LE
73048 Nardo' LE
73049 Ruffano LE
73049 Torrepaduli LE
73050 Ruggiano LE
73050 Salve LE
73050 Santa Maria Al Bagno LE
73050 Santa Chiara Di Nardo' LE
73050 Santa Caterina LE
73050 Secli' LE
73050 Boncore LE
73050 Santa Chiara LE
73050 Villaggio Boncore LE
73051 Villa Convento LE
73051 Novoli LE
73052 Parabita LE
73053 Patu' LE
73054 Presicce LE
73055 Racale LE
73056 Taurisano LE
73057 Taviano LE
73058 Tuglie LE
73059 Ugento LE
73059 Gemini LE
73100 Torre Chianca LE
73100 San Cataldo LE
73100 Frigole LE
73100 Lecce LE
76011 Bisceglie BT
76012 Loconia BT
76012 Canosa Di Puglia BT
76013 Minervino Murge BT
76014 Spinazzola BT
76015 Trinitapoli BT
76016 Margherita Di Savoia BT
76017 San Ferdinando Di Puglia BT
76121 Barletta BT
76123 Andria BT
76123 Montegrosso BT
76125 Trani BT
